SampleId,HaulDate,RiverID,Length (mm),Sex,Recap,RecapPreviousYear
201913,4/3/19,Oyster River,97,1,FALSE,FALSE
201913,4/3/19,Oyster River,182,1,FALSE,FALSE
201916,4/4/19,Oyster River,161,1,FALSE,FALSE
201916,4/4/19,Oyster River,101,1,FALSE,FALSE
201916,4/4/19,Oyster River,179,1,TRUE,FALSE
201916,4/4/19,Oyster River,153,1,FALSE,FALSE
201916,4/4/19,Oyster River,178,1,TRUE,FALSE
201916,4/4/19,Oyster River,166,1,FALSE,FALSE
201916,4/4/19,Oyster River,168,1,FALSE,FALSE
201916,4/4/19,Oyster River,157,1,TRUE,FALSE
201916,4/4/19,Oyster River,107,1,FALSE,FALSE
201916,4/4/19,Oyster River,176,1,FALSE,FALSE
201916,4/4/19,Oyster River,158,1,FALSE,FALSE
201916,4/4/19,Oyster River,182,1,FALSE,FALSE
201916,4/4/19,Oyster River,172,1,FALSE,FALSE
201916,4/4/19,Oyster River,97,1,FALSE,FALSE
201916,4/4/19,Oyster River,95,1,FALSE,FALSE
201916,4/4/19,Oyster River,158,1,FALSE,FALSE
201916,4/4/19,Oyster River,108,1,FALSE,FALSE
201916,4/4/19,Oyster River,93,2,FALSE,FALSE
201916,4/4/19,Oyster River,97,2,FALSE,FALSE
201916,4/4/19,Oyster River,102,2,FALSE,FALSE
201916,4/4/19,Oyster River,102,2,FALSE,FALSE
201916,4/4/19,Oyster River,114,2,FALSE,FALSE
201916,4/4/19,Oyster River,105,1,FALSE,FALSE
201916,4/4/19,Oyster River,93,1,FALSE,FALSE
201916,4/4/19,Oyster River,104,2,FALSE,FALSE
201916,4/4/19,Oyster River,108,1,FALSE,FALSE
201916,4/4/19,Oyster River,104,1,FALSE,FALSE
201916,4/4/19,Oyster River,95,1,FALSE,FALSE
201916,4/4/19,Oyster River,96,1,FALSE,FALSE
201916,4/4/19,Oyster River,103,1,FALSE,FALSE
201916,4/4/19,Oyster River,104,1,FALSE,FALSE
201916,4/4/19,Oyster River,98,1,FALSE,FALSE
201916,4/4/19,Oyster River,98,1,FALSE,FALSE
201916,4/4/19,Oyster River,163,1,FALSE,FALSE
201916,4/4/19,Oyster River,99,1,FALSE,FALSE
201916,4/4/19,Oyster River,161,1,FALSE,FALSE
201916,4/4/19,Oyster River,103,1,FALSE,FALSE
201916,4/4/19,Oyster River,117,1,FALSE,FALSE
201916,4/4/19,Oyster River,111,1,FALSE,FALSE
201916,4/4/19,Oyster River,164,1,FALSE,FALSE
201916,4/4/19,Oyster River,175,1,FALSE,FALSE
201916,4/4/19,Oyster River,99,1,FALSE,FALSE
201916,4/4/19,Oyster River,102,1,FALSE,FALSE
201916,4/4/19,Oyster River,111,1,FALSE,FALSE
201916,4/4/19,Oyster River,93,1,FALSE,FALSE
201916,4/4/19,Oyster River,157,1,FALSE,FALSE
201916,4/4/19,Oyster River,105,1,FALSE,FALSE
201916,4/4/19,Oyster River,167,1,FALSE,FALSE
201919,4/5/19,Oyster River,99,1,FALSE,FALSE
201919,4/5/19,Oyster River,106,1,FALSE,FALSE
201919,4/5/19,Oyster River,98,1,FALSE,FALSE
201919,4/5/19,Oyster River,104,1,FALSE,FALSE
201919,4/5/19,Oyster River,103,1,FALSE,FALSE
201919,4/5/19,Oyster River,101,1,FALSE,FALSE
201919,4/5/19,Oyster River,91,2,FALSE,FALSE
201919,4/5/19,Oyster River,94,1,FALSE,FALSE
201919,4/5/19,Oyster River,166,1,FALSE,FALSE
201919,4/5/19,Oyster River,98,1,FALSE,FALSE
201919,4/5/19,Oyster River,86,1,FALSE,FALSE
201919,4/5/19,Oyster River,193,1,FALSE,FALSE
201919,4/5/19,Oyster River,174,1,FALSE,FALSE
201919,4/5/19,Oyster River,99,1,FALSE,FALSE
201919,4/5/19,Oyster River,111,2,FALSE,FALSE
201919,4/5/19,Oyster River,129,1,FALSE,FALSE
201919,4/5/19,Oyster River,168,1,FALSE,FALSE
201919,4/5/19,Oyster River,200,2,FALSE,FALSE
201919,4/5/19,Oyster River,164,1,TRUE,FALSE
201919,4/5/19,Oyster River,124,1,TRUE,FALSE
201919,4/5/19,Oyster River,102,1,FALSE,FALSE
201919,4/5/19,Oyster River,109,1,FALSE,FALSE
201922,4/10/19,Oyster River,107,1,FALSE,FALSE
201922,4/10/19,Oyster River,98,1,FALSE,FALSE
201922,4/10/19,Oyster River,98,1,FALSE,FALSE
201922,4/10/19,Oyster River,103,1,FALSE,FALSE
201922,4/10/19,Oyster River,92,1,FALSE,FALSE
201922,4/10/19,Oyster River,101,1,FALSE,FALSE
201922,4/10/19,Oyster River,107,1,FALSE,FALSE
201922,4/10/19,Oyster River,89,2,FALSE,FALSE
201922,4/10/19,Oyster River,96,1,FALSE,FALSE
201922,4/10/19,Oyster River,108,1,FALSE,FALSE
201922,4/10/19,Oyster River,94,2,FALSE,FALSE
201922,4/10/19,Oyster River,105,1,FALSE,FALSE
201922,4/10/19,Oyster River,111,1,FALSE,FALSE
201922,4/10/19,Oyster River,97,1,FALSE,FALSE
201922,4/10/19,Oyster River,89,1,FALSE,FALSE
201922,4/10/19,Oyster River,96,1,FALSE,FALSE
201922,4/10/19,Oyster River,102,1,FALSE,FALSE
201922,4/10/19,Oyster River,111,1,FALSE,FALSE
201922,4/10/19,Oyster River,100,1,FALSE,FALSE
201922,4/10/19,Oyster River,178,2,FALSE,FALSE
201922,4/10/19,Oyster River,176,1,FALSE,FALSE
201922,4/10/19,Oyster River,92,1,FALSE,FALSE
201922,4/10/19,Oyster River,167,1,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,167,1,FALSE,FALSE
201922,4/10/19,Oyster River,165,1,FALSE,FALSE
201922,4/10/19,Oyster River,176,2,FALSE,FALSE
201922,4/10/19,Oyster River,176,1,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,172,1,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,161,1,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,179,2,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,169,1,FALSE,FALSE
201922,4/10/19,Oyster River,176,1,FALSE,FALSE
201922,4/10/19,Oyster River,168,1,FALSE,FALSE
201925,4/9/19,Oyster River,99,1,FALSE,FALSE
201925,4/9/19,Oyster River,165,1,FALSE,FALSE
201925,4/9/19,Oyster River,115,1,FALSE,FALSE
201925,4/9/19,Oyster River,106,1,FALSE,FALSE
201925,4/9/19,Oyster River,99,1,FALSE,FALSE
201925,4/9/19,Oyster River,97,1,FALSE,FALSE
201925,4/9/19,Oyster River,117,2,FALSE,FALSE
201925,4/9/19,Oyster River,103,1,FALSE,FALSE
201925,4/9/19,Oyster River,107,2,FALSE,FALSE
201925,4/9/19,Oyster River,109,1,FALSE,FALSE
201925,4/9/19,Oyster River,99,1,FALSE,FALSE
201925,4/9/19,Oyster River,98,2,FALSE,FALSE
201925,4/9/19,Oyster River,95,1,FALSE,FALSE
201925,4/9/19,Oyster River,174,1,FALSE,FALSE
201925,4/9/19,Oyster River,105,2,FALSE,FALSE
201925,4/9/19,Oyster River,164,1,FALSE,FALSE
201925,4/9/19,Oyster River,169,1,FALSE,FALSE
201925,4/9/19,Oyster River,176,2,FALSE,FALSE
201925,4/9/19,Oyster River,171,1,FALSE,FALSE
201925,4/9/19,Oyster River,174,2,FALSE,FALSE
201925,4/9/19,Oyster River,165,1,FALSE,FALSE
201925,4/9/19,Oyster River,165,1,FALSE,FALSE
201925,4/9/19,Oyster River,176,2,FALSE,FALSE
201925,4/9/19,Oyster River,168,1,FALSE,FALSE
201929,4/11/19,Oyster River,160,1,FALSE,FALSE
201929,4/11/19,Oyster River,185,1,FALSE,FALSE
201929,4/11/19,Oyster River,95,1,FALSE,FALSE
201929,4/11/19,Oyster River,162,1,FALSE,FALSE
201929,4/11/19,Oyster River,178,1,FALSE,FALSE
201929,4/11/19,Oyster River,164,1,FALSE,FALSE
201929,4/11/19,Oyster River,89,2,FALSE,FALSE
201929,4/11/19,Oyster River,168,1,FALSE,FALSE
201929,4/11/19,Oyster River,172,1,FALSE,FALSE
201929,4/11/19,Oyster River,164,1,FALSE,FALSE
201929,4/11/19,Oyster River,107,1,FALSE,FALSE
201929,4/11/19,Oyster River,107,1,FALSE,FALSE
201929,4/11/19,Oyster River,166,1,FALSE,FALSE
201929,4/11/19,Oyster River,159,1,FALSE,FALSE
201929,4/11/19,Oyster River,150,1,FALSE,FALSE
201929,4/11/19,Oyster River,181,1,FALSE,FALSE
201929,4/11/19,Oyster River,168,1,FALSE,FALSE
201929,4/11/19,Oyster River,94,1,FALSE,FALSE
201929,4/11/19,Oyster River,104,1,FALSE,FALSE
201929,4/11/19,Oyster River,168,1,FALSE,FALSE
201929,4/11/19,Oyster River,107,1,FALSE,FALSE
201929,4/11/19,Oyster River,95,1,FALSE,FALSE
201929,4/11/19,Oyster River,101,1,FALSE,FALSE
201929,4/11/19,Oyster River,164,1,FALSE,FALSE
201929,4/11/19,Oyster River,182,1,FALSE,FALSE
201929,4/11/19,Oyster River,169,1,FALSE,FALSE
201929,4/11/19,Oyster River,173,1,FALSE,FALSE
201929,4/11/19,Oyster River,169,1,FALSE,FALSE
201929,4/11/19,Oyster River,168,1,FALSE,FALSE
201929,4/11/19,Oyster River,161,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,177,1,FALSE,FALSE
201929,4/11/19,Oyster River,174,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,158,1,FALSE,FALSE
201929,4/11/19,Oyster River,95,1,FALSE,FALSE
201929,4/11/19,Oyster River,192,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,166,1,FALSE,FALSE
201929,4/11/19,Oyster River,166,1,FALSE,FALSE
201929,4/11/19,Oyster River,180,1,FALSE,FALSE
201929,4/11/19,Oyster River,166,1,FALSE,FALSE
201929,4/11/19,Oyster River,166,1,FALSE,FALSE
201929,4/11/19,Oyster River,106,1,FALSE,FALSE
201929,4/11/19,Oyster River,175,1,FALSE,FALSE
201929,4/11/19,Oyster River,172,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,112,1,FALSE,FALSE
201929,4/11/19,Oyster River,150,1,FALSE,FALSE
201929,4/11/19,Oyster River,171,1,FALSE,FALSE
201929,4/11/19,Oyster River,161,1,FALSE,FALSE
201929,4/11/19,Oyster River,174,1,FALSE,FALSE
201929,4/11/19,Oyster River,172,1,FALSE,FALSE
201929,4/11/19,Oyster River,179,1,FALSE,FALSE
201929,4/11/19,Oyster River,167,1,FALSE,FALSE
201929,4/11/19,Oyster River,185,1,FALSE,FALSE
201929,4/11/19,Oyster River,94,1,FALSE,FALSE
201929,4/11/19,Oyster River,175,1,FALSE,FALSE
201932,4/16/19,Oyster River,161,1,FALSE,FALSE
201932,4/16/19,Oyster River,98,1,FALSE,FALSE
201932,4/16/19,Oyster River,80,2,FALSE,FALSE
201932,4/16/19,Oyster River,110,1,FALSE,FALSE
201932,4/16/19,Oyster River,176,1,FALSE,FALSE
201932,4/16/19,Oyster River,175,1,FALSE,FALSE
201932,4/16/19,Oyster River,87,1,FALSE,FALSE
201932,4/16/19,Oyster River,94,1,FALSE,FALSE
201932,4/16/19,Oyster River,87,1,FALSE,FALSE
201934,4/17/19,Oyster River,96,2,FALSE,FALSE
201934,4/17/19,Oyster River,97,1,FALSE,FALSE
201934,4/17/19,Oyster River,109,2,FALSE,FALSE
201934,4/17/19,Oyster River,97,1,FALSE,FALSE
201934,4/17/19,Oyster River,98,1,FALSE,FALSE
201934,4/17/19,Oyster River,98,1,FALSE,FALSE
201934,4/17/19,Oyster River,98,2,FALSE,FALSE
201934,4/17/19,Oyster River,99,2,FALSE,FALSE
201934,4/17/19,Oyster River,105,1,FALSE,FALSE
201934,4/17/19,Oyster River,98,1,FALSE,FALSE
201934,4/17/19,Oyster River,99,1,FALSE,FALSE
201934,4/17/19,Oyster River,107,1,FALSE,FALSE
201934,4/17/19,Oyster River,104,1,FALSE,FALSE
201934,4/17/19,Oyster River,99,1,FALSE,FALSE
201934,4/17/19,Oyster River,176,2,FALSE,FALSE
201934,4/17/19,Oyster River,95,1,FALSE,FALSE
201934,4/17/19,Oyster River,104,1,FALSE,FALSE
201934,4/17/19,Oyster River,101,1,FALSE,FALSE
201934,4/17/19,Oyster River,99,1,FALSE,FALSE
201934,4/17/19,Oyster River,91,2,FALSE,FALSE
201937,4/18/19,Oyster River,89,1,TRUE,FALSE
201937,4/18/19,Oyster River,167,1,FALSE,FALSE
201937,4/18/19,Oyster River,97,2,FALSE,FALSE
201937,4/18/19,Oyster River,104,1,FALSE,FALSE
201937,4/18/19,Oyster River,93,1,FALSE,FALSE
201937,4/18/19,Oyster River,97,1,FALSE,FALSE
201937,4/18/19,Oyster River,100,1,FALSE,FALSE
201937,4/18/19,Oyster River,97,1,FALSE,FALSE
201937,4/18/19,Oyster River,107,1,FALSE,FALSE
2020005,3/4/20,Oyster River,182,1,FALSE,FALSE
2020005,3/4/20,Oyster River,186,2,FALSE,FALSE
2020005,3/4/20,Oyster River,165,2,FALSE,FALSE
2020005,3/4/20,Oyster River,122,1,FALSE,FALSE
2020005,3/4/20,Oyster River,179,1,FALSE,FALSE
2020009,3/5/20,Oyster River,162,1,FALSE,FALSE
2020009,3/5/20,Oyster River,179,2,FALSE,FALSE
2020009,3/5/20,Oyster River,160,1,FALSE,FALSE
2020009,3/5/20,Oyster River,184,2,FALSE,FALSE
2020009,3/5/20,Oyster River,137,1,FALSE,FALSE
2020009,3/5/20,Oyster River,129,2,FALSE,FALSE
2020011,3/6/20,Oyster River,115,1,FALSE,FALSE
2020011,3/6/20,Oyster River,174,1,FALSE,FALSE
2020011,3/6/20,Oyster River,173,1,FALSE,FALSE
2020013,3/10/20,Oyster River,114,1,FALSE,FALSE
2020013,3/10/20,Oyster River,175,1,FALSE,FALSE
2020013,3/10/20,Oyster River,171,1,FALSE,FALSE
2020013,3/10/20,Oyster River,169,1,FALSE,FALSE
2020013,3/10/20,Oyster River,176,1,FALSE,FALSE
2020013,3/10/20,Oyster River,154,2,FALSE,FALSE
2020013,3/10/20,Oyster River,121,1,FALSE,FALSE
2020013,3/10/20,Oyster River,121,1,FALSE,FALSE
2020013,3/10/20,Oyster River,164,1,FALSE,FALSE
2020013,3/10/20,Oyster River,187,1,FALSE,FALSE
2020013,3/10/20,Oyster River,160,1,FALSE,FALSE
2020013,3/10/20,Oyster River,125,1,FALSE,FALSE
2020013,3/10/20,Oyster River,162,1,FALSE,FALSE
2020013,3/10/20,Oyster River,118,1,FALSE,FALSE
2020013,3/10/20,Oyster River,168,1,FALSE,FALSE
2020013,3/10/20,Oyster River,168,1,FALSE,FALSE
2020013,3/10/20,Oyster River,132,1,FALSE,FALSE
2020013,3/10/20,Oyster River,118,1,FALSE,FALSE
2020013,3/10/20,Oyster River,179,1,FALSE,FALSE
2020013,3/10/20,Oyster River,182,1,FALSE,FALSE
2020013,3/10/20,Oyster River,188,1,FALSE,FALSE
2020016,3/11/20,Oyster River,154,1,FALSE,FALSE
2020016,3/11/20,Oyster River,128,1,FALSE,FALSE
2020016,3/11/20,Oyster River,176,1,FALSE,FALSE
2020016,3/11/20,Oyster River,191,1,FALSE,FALSE
2020016,3/11/20,Oyster River,167,1,FALSE,FALSE
2020016,3/11/20,Oyster River,199,1,FALSE,FALSE
2020016,3/11/20,Oyster River,169,1,FALSE,FALSE
2020016,3/11/20,Oyster River,118,1,FALSE,FALSE
2020016,3/11/20,Oyster River,117,1,FALSE,FALSE
2020016,3/11/20,Oyster River,185,1,FALSE,FALSE
2020016,3/11/20,Oyster River,116,1,FALSE,FALSE
2020016,3/11/20,Oyster River,114,1,FALSE,FALSE
2020016,3/11/20,Oyster River,121,1,FALSE,FALSE
2020016,3/11/20,Oyster River,109,1,FALSE,FALSE
2020016,3/11/20,Oyster River,111,1,FALSE,FALSE
2020016,3/11/20,Oyster River,217,1,FALSE,FALSE
2020016,3/11/20,Oyster River,129,1,FALSE,FALSE
2020019,3/12/20,Oyster River,163,1,FALSE,FALSE
2020019,3/12/20,Oyster River,187,1,FALSE,FALSE
2020019,3/12/20,Oyster River,173,1,FALSE,FALSE
2020019,3/12/20,Oyster River,164,1,FALSE,FALSE
2020019,3/12/20,Oyster River,165,1,FALSE,FALSE
2020019,3/12/20,Oyster River,121,1,FALSE,FALSE
2020019,3/12/20,Oyster River,167,1,FALSE,FALSE
2020019,3/12/20,Oyster River,174,1,FALSE,FALSE
2020019,3/12/20,Oyster River,146,1,FALSE,FALSE
2020019,3/12/20,Oyster River,121,2,FALSE,FALSE
2020019,3/12/20,Oyster River,127,1,FALSE,FALSE
2020019,3/12/20,Oyster River,111,1,FALSE,FALSE
2020019,3/12/20,Oyster River,109,1,FALSE,FALSE
2020019,3/12/20,Oyster River,122,1,FALSE,FALSE
2020019,3/12/20,Oyster River,119,1,FALSE,FALSE
2020019,3/12/20,Oyster River,115,1,FALSE,FALSE
2020019,3/12/20,Oyster River,177,1,TRUE,FALSE
2020019,3/12/20,Oyster River,168,1,FALSE,FALSE
2020022,3/17/20,Oyster River,108,2,FALSE,FALSE
2020022,3/17/20,Oyster River,121,1,FALSE,FALSE
2020022,3/17/20,Oyster River,119,1,FALSE,FALSE
2020022,3/17/20,Oyster River,124,1,FALSE,FALSE
2020022,3/17/20,Oyster River,108,2,FALSE,FALSE
2020022,3/17/20,Oyster River,119,2,FALSE,FALSE
2020022,3/17/20,Oyster River,110,1,FALSE,FALSE
2020022,3/17/20,Oyster River,116,1,FALSE,FALSE
2020022,3/17/20,Oyster River,116,1,FALSE,FALSE
2020022,3/17/20,Oyster River,123,1,FALSE,FALSE
2020022,3/17/20,Oyster River,120,1,TRUE,FALSE
2020026,3/18/20,Oyster River,177,1,FALSE,FALSE
2020026,3/18/20,Oyster River,121,1,TRUE,FALSE
2020026,3/18/20,Oyster River,126,1,FALSE,FALSE
2020026,3/18/20,Oyster River,117,1,FALSE,FALSE
2020026,3/18/20,Oyster River,111,1,FALSE,FALSE
2020026,3/18/20,Oyster River,170,1,FALSE,FALSE
2020026,3/18/20,Oyster River,108,1,FALSE,FALSE
2020026,3/18/20,Oyster River,170,1,FALSE,FALSE
2020026,3/18/20,Oyster River,110,1,FALSE,FALSE
2020026,3/18/20,Oyster River,170,1,FALSE,FALSE
2020026,3/18/20,Oyster River,91,2,FALSE,FALSE
2020026,3/18/20,Oyster River,171,1,FALSE,FALSE
2020026,3/18/20,Oyster River,110,1,TRUE,FALSE
2020029,3/19/20,Oyster River,170,1,TRUE,FALSE
2020029,3/19/20,Oyster River,128,1,FALSE,FALSE
2020029,3/19/20,Oyster River,159,1,FALSE,FALSE
2020029,3/19/20,Oyster River,171,1,FALSE,FALSE
2020029,3/19/20,Oyster River,175,1,TRUE,FALSE
2020029,3/19/20,Oyster River,102,1,FALSE,FALSE
2020029,3/19/20,Oyster River,108,1,FALSE,FALSE
2020029,3/19/20,Oyster River,112,1,FALSE,FALSE
2020029,3/19/20,Oyster River,116,1,FALSE,FALSE
2020029,3/19/20,Oyster River,102,1,FALSE,FALSE
2020029,3/19/20,Oyster River,155,1,FALSE,FALSE
2020029,3/19/20,Oyster River,92,1,FALSE,FALSE
2020029,3/19/20,Oyster River,120,1,FALSE,FALSE
2020029,3/19/20,Oyster River,117,1,FALSE,FALSE
2020029,3/19/20,Oyster River,110,1,FALSE,FALSE
2020029,3/19/20,Oyster River,179,1,FALSE,FALSE
2020029,3/19/20,Oyster River,120,1,FALSE,FALSE
2020029,3/19/20,Oyster River,121,1,FALSE,FALSE
2020029,3/19/20,Oyster River,125,1,FALSE,FALSE
2020029,3/19/20,Oyster River,120,1,FALSE,FALSE
2020029,3/19/20,Oyster River,108,1,TRUE,FALSE
2020029,3/19/20,Oyster River,96,1,FALSE,FALSE
2020029,3/19/20,Oyster River,110,1,FALSE,FALSE
2020029,3/19/20,Oyster River,150,1,FALSE,FALSE
2020029,3/19/20,Oyster River,103,1,FALSE,FALSE
2020029,3/19/20,Oyster River,108,1,FALSE,FALSE
2020029,3/19/20,Oyster River,124,2,FALSE,FALSE
2020029,3/19/20,Oyster River,111,1,FALSE,FALSE
2020029,3/19/20,Oyster River,185,1,FALSE,FALSE
2020029,3/19/20,Oyster River,121,1,FALSE,FALSE
2020029,3/19/20,Oyster River,170,1,TRUE,FALSE
2020029,3/19/20,Oyster River,108,1,FALSE,FALSE
